content,score,Label,textCaseFolding,textStopWord,textClean,textTokens,teksNormalized,textSteam,appsTokensFdist,topTokens
"sangat bermanfaat untuk kaum muslimin dengan adanya aplikasi alqur'an Indonesia, dapat membaca, mendengarkan Kalam ilahi serta mengetahui waktu sholat dimanapun dan kapanpun, jazakillah khoiron katshiron",5,1,"sangat bermanfaat untuk kaum muslimin dengan adanya aplikasi alqur'an indonesia, dapat membaca, mendengarkan kalam ilahi serta mengetahui waktu sholat dimanapun dan kapanpun, jazakillah khoiron katshiron","bermanfaat kaum muslimin aplikasi alqur'an indonesia, membaca, mendengarkan kalam ilahi sholat dimanapun kapanpun, jazakillah khoiron katshiron","bermanfaat kaum muslimin aplikasi alqur'an indonesia, membaca, mendengarkan kalam ilahi sholat dimanapun kapanpun, jazakillah khoiron katshiron","['bermanfaat', 'kaum', 'muslimin', 'aplikasi', ""alqur'an"", 'indonesia', ',', 'membaca', ',', 'mendengarkan', 'kalam', 'ilahi', 'sholat', 'dimanapun', 'kapanpun', ',', 'jazakillah', 'khoiron', 'katshiron']","['bermanfaat', 'kaum', 'muslimin', 'aplikasi', ""alqur'an"", 'indonesia', ',', 'membaca', ',', 'mendengarkan', 'kalam', 'ilahi', 'sholat', 'dimanapun', 'kapanpun', ',', 'jazakillah', 'khoiron', 'katshiron']","['manfaat', 'kaum', 'muslimin', 'alqur an', 'indonesia', 'baca', 'dengar', 'kalam', 'ilahi', 'sholat', 'mana', 'kapan', 'jazakillah', 'khoiron', 'katshiron']",<FreqDist with 15 samples and 15 outcomes>,"[('manfaat', 1), ('kaum', 1), ('muslimin', 1), ('alqur an', 1), ('indonesia', 1)]"
"Masya Allah...aplikasinya bagus. Adzan nya juga berbunyi tepat waktu, alhamdulillah, sesuai dengan tempat tinggal saya. Lalu Qurannya juga memudahkan untuk dibaca dan pengunduhan juga cepet dan mudah. Suka sekali, barakallah untuk aplikasinya dan sang pembuat aplikasinya.",5,1,"masya allah...aplikasinya bagus. adzan nya juga berbunyi tepat waktu, alhamdulillah, sesuai dengan tempat tinggal saya. lalu qurannya juga memudahkan untuk dibaca dan pengunduhan juga cepet dan mudah. suka sekali, barakallah untuk aplikasinya dan sang pembuat aplikasinya.","masya allah...aplikasinya bagus. adzan nya berbunyi waktu, alhamdulillah, sesuai tinggal saya. qurannya memudahkan dibaca pengunduhan cepet mudah. suka sekali, barakallah aplikasinya sang pembuat aplikasinya.","masya allah...aplikasinya bagus. adzan nya berbunyi waktu, alhamdulillah, sesuai tinggal saya. qurannya memudahkan dibaca pengunduhan cepet mudah. suka sekali, barakallah aplikasinya sang pembuat aplikasinya.","['masya', 'allah', '...', 'aplikasinya', 'bagus', '.', 'adzan', 'nya', 'berbunyi', 'waktu', ',', 'alhamdulillah', ',', 'sesuai', 'tinggal', 'saya', '.', 'qurannya', 'memudahkan', 'dibaca', 'pengunduhan', 'cepet', 'mudah', '.', 'suka', 'sekali', ',', 'barakallah', 'aplikasinya', 'sang', 'pembuat', 'aplikasinya', '.']","['masya', 'allah', '...', 'aplikasinya', 'bagus', '.', 'adzan', 'nya', 'berbunyi', 'waktu', ',', 'alhamdulillah', ',', 'sesuai', 'tinggal', 'saya', '.', 'qurannya', 'memudahkan', 'dibaca', 'pengunduhan', ' cepat', 'mudah', '.', 'suka', 'sekali', ',', 'barakallah', 'aplikasinya', 'sang', 'pembuat', 'aplikasinya', '.']","['masya', 'allah aplikasi', 'bagus', 'adzan', 'bunyi', 'waktu', 'alhamdulillah', 'tinggal', 'saya', 'quran', 'mudah', 'baca', 'unduh', 'cepat', 'mudah', 'suka', 'sekali', 'barakallah', 'aplikasi', 'sang', 'buat', 'aplikasi']",<FreqDist with 20 samples and 22 outcomes>,"[('mudah', 2), ('aplikasi', 2), ('masya', 1), ('allah aplikasi', 1), ('bagus', 1)]"
"Bookmark kelemahannya : [1]. Jika copy ayat tidak bisa diurut (tergantung waktu copy) shg sulit membaca ayat yg tartil, spt: dari ayat 284 sd 286. [2]. pilihan lihat surat atau lihat jus dpt dihilangkan, shg tdk ribet, & sdh cukup ada folder tsb.",4,1,"bookmark kelemahannya : [1]. jika copy ayat tidak bisa diurut (tergantung waktu copy) shg sulit membaca ayat yg tartil, spt: dari ayat 284 sd 286. [2]. pilihan lihat surat atau lihat jus dpt dihilangkan, shg tdk ribet, & sdh cukup ada folder tsb.","bookmark kelemahannya : [1]. copy ayat diurut (tergantung copy) shg sulit membaca ayat yg tartil, spt: ayat 284 sd 286. [2]. pilihan lihat surat lihat jus dpt dihilangkan, shg tdk ribet, & sdh folder tsb.","bookmark kelemahannya : [1]. copy ayat diurut (tergantung copy) shg sulit membaca ayat yg tartil, spt: ayat 284 sd 286. [2]. pilihan lihat surat lihat jus dpt dihilangkan, shg tdk ribet, & sdh folder tsb.","['bookmark', 'kelemahannya', ':', '[', '1', ']', '.', 'copy', 'ayat', 'diurut', '(', 'tergantung', 'copy', ')', 'shg', 'sulit', 'membaca', 'ayat', 'yg', 'tartil', ',', 'spt', ':', 'ayat', '284', 'sd', '286', '.', '[', '2', ']', '.', 'pilihan', 'lihat', 'surat', 'lihat', 'jus', 'dpt', 'dihilangkan', ',', 'shg', 'tdk', 'ribet', ',', '&', 'sdh', 'folder', 'tsb', '.']","['bookmark', 'kelemahannya', ':', '[', '1', ']', '.', 'copy', 'ayat', 'diurut', '(', 'tergantung', 'copy', ')', ' sehingga', 'sulit', 'membaca', 'ayat', ' yang', 'tartil', ',', ' seperti', ':', 'ayat', '284', 'sd', '286', '.', '[', '2', ']', '.', 'pilihan', 'lihat', 'surat', 'lihat', 'jus', ' dapat', 'dihilangkan', ',', ' sehingga', ' tidak', 'ribet', ',', '&', 'sdh', 'folder', 'tsb', '.']","['bookmark', 'lemah', '', '1', 'copy', 'ayat', 'urut', 'gantung', 'copy', 'sehingga', 'sulit', 'baca', 'ayat', 'yang', 'tartil', 'spt', 'ayat', '284', 'sd', '286', '2', 'pilih', 'lihat', 'surat', 'lihat', 'jus', 'dapat', 'hilang', 'sehingga', 'tidak', 'ribet', '', 'sdh', 'folder', 'tsb']",<FreqDist with 29 samples and 35 outcomes>,"[('ayat', 3), ('', 2), ('copy', 2), ('sehingga', 2), ('lihat', 2)]"
"Aplikasinya sudah bagus, Alhamdulillah udh saya pake selama 3 tahun buat baca² atau dengerin ayat Alquran, tetapi alangkah baiknya bagi developer menambahkan fitur ""Pencarian"" di aplikasi ini agar tidak scroll scroll atau nyari surah maupun ayat",5,1,"aplikasinya sudah bagus, alhamdulillah udh saya pake selama 3 tahun buat baca² atau dengerin ayat alquran, tetapi alangkah baiknya bagi developer menambahkan fitur ""pencarian"" di aplikasi ini agar tidak scroll scroll atau nyari surah maupun ayat","aplikasinya bagus, alhamdulillah udh pake 3 baca² dengerin ayat alquran, alangkah baiknya developer fitur ""pencarian"" aplikasi scroll scroll nyari surah ayat","aplikasinya bagus, alhamdulillah udh pake 3 baca² dengerin ayat alquran, alangkah baiknya developer fitur ""pencarian"" aplikasi scroll scroll nyari surah ayat","['aplikasinya', 'bagus', ',', 'alhamdulillah', 'udh', 'pake', '3', 'baca²', 'dengerin', 'ayat', 'alquran', ',', 'alangkah', 'baiknya', 'developer', 'fitur', '``', 'pencarian', ""''"", 'aplikasi', 'scroll', 'scroll', 'nyari', 'surah', 'ayat']","['aplikasinya', 'bagus', ',', 'alhamdulillah', 'udh', ' pakai', '3', 'baca²', 'dengerin', 'ayat', 'alquran', ',', 'alangkah', 'baiknya', 'developer', 'fitur', '``', 'pencarian', ""''"", 'aplikasi', 'scroll', 'scroll', ' mencari', ' suruh', 'ayat']","['aplikasi', 'bagus', 'alhamdulillah', 'udh', 'pakai', '3', 'baca', 'dengerin', 'ayat', 'alquran', 'alangkah', 'baik', 'developer', 'fitur', 'cari', 'scroll', 'scroll', 'cari', 'suruh', 'ayat']",<FreqDist with 17 samples and 20 outcomes>,"[('ayat', 2), ('cari', 2), ('scroll', 2), ('aplikasi', 1), ('bagus', 1)]"
"Assalamualaikum.. terimakasih aplikasi Al quran indonesia sudah sangat membantu kegiatan"" ibadah,kajian,tadabur al quran dan jg lengkap dgn waktu sholatnya.",5,1,"assalamualaikum.. terimakasih aplikasi al quran indonesia sudah sangat membantu kegiatan"" ibadah,kajian,tadabur al quran dan jg lengkap dgn waktu sholatnya.","assalamualaikum.. terimakasih aplikasi al quran indonesia membantu kegiatan"" ibadah,kajian,tadabur al quran jg lengkap dgn sholatnya.","assalamualaikum.. terimakasih aplikasi al quran indonesia membantu kegiatan"" ibadah,kajian,tadabur al quran jg lengkap dgn sholatnya.","['assalamualaikum', '..', 'terimakasih', 'aplikasi', 'al', 'quran', 'indonesia', 'membantu', 'kegiatan', ""''"", 'ibadah', ',', 'kajian', ',', 'tadabur', 'al', 'quran', 'jg', 'lengkap', 'dgn', 'sholatnya', '.']","['assalamualaikum', '..', ' terima kasih', 'aplikasi', 'al', 'quran', 'indonesia', 'membantu', 'kegiatan', ""''"", 'ibadah', ',', 'kajian', ',', 'tadabur', 'al', 'quran', ' juga', 'lengkap', ' dengan', 'sholatnya', '.']","['assalamualaikum', 'terima kasih', 'al', 'quran', 'indonesia', 'bantu', 'giat', 'ibadah kaji tadabur', 'al', 'quran', 'juga', 'lengkap', 'dengan', 'sholatnya']",<FreqDist with 12 samples and 14 outcomes>,"[('al', 2), ('quran', 2), ('assalamualaikum', 1), ('terima kasih', 1), ('indonesia', 1)]"
"bagus , aplikasi ini sangat berguna bagi saya ,, alasan saya download ini karna di suruh hafal surat Al ma'un , dan saya tau aplikasi ini dari teman, surat nya juga ada suaranya ,dan udah lengkap sama artinya , bisa juga mengingatkan kita sholat, ini menurut saya yaa.",5,1,"bagus , aplikasi ini sangat berguna bagi saya ,, alasan saya download ini karna di suruh hafal surat al ma'un , dan saya tau aplikasi ini dari teman, surat nya juga ada suaranya ,dan udah lengkap sama artinya , bisa juga mengingatkan kita sholat, ini menurut saya yaa.","bagus , aplikasi berguna ,, alasan download karna suruh hafal surat al ma'un , tau aplikasi teman, surat nya suaranya ,dan udah lengkap , sholat, yaa.","bagus , aplikasi berguna ,, alasan download karna suruh hafal surat al ma'un , tau aplikasi teman, surat nya suaranya ,dan udah lengkap , sholat, yaa.","['bagus', ',', 'aplikasi', 'berguna', ',', ',', 'alasan', 'download', 'karna', 'suruh', 'hafal', 'surat', 'al', ""ma'un"", ',', 'tau', 'aplikasi', 'teman', ',', 'surat', 'nya', 'suaranya', ',', 'dan', 'udah', 'lengkap', ',', 'sholat', ',', 'yaa', '.']","['bagus', ',', 'aplikasi', 'berguna', ',', ',', 'alasan', ' unduh', ' karena', 'suruh', 'hafal', 'surat', 'al', ""ma'un"", ',', ' tahu', 'aplikasi', 'teman', ',', 'surat', 'nya', 'suaranya', ',', 'dan', ' sudah', 'lengkap', ',', 'sholat', ',', 'yaa', '.']","['bagus', '', 'guna', '', 'alas', 'unduh', 'karena', 'suruh', 'hafal', 'surat', 'al', 'ma un', '', 'tahu', 'teman', 'surat', 'suara', 'dan', 'sudah', 'lengkap', '', 'sholat', 'yaa']",<FreqDist with 19 samples and 23 outcomes>,"[('', 4), ('surat', 2), ('bagus', 1), ('guna', 1), ('alas', 1)]"
"Saran : tambahkan fitur Register, yg bsa di gunakan untuk menyimpan rekaman riwayat terakhir kita baca/ngaji.. pengalaman saya, HP kmarin ilang akhirnya lupa sampe surat mana bacaan tilawah saya.. But so far so good lah..",5,1,"saran : tambahkan fitur register, yg bsa di gunakan untuk menyimpan rekaman riwayat terakhir kita baca/ngaji.. pengalaman saya, hp kmarin ilang akhirnya lupa sampe surat mana bacaan tilawah saya.. but so far so good lah..","saran : tambahkan fitur register, yg bsa menyimpan rekaman riwayat baca/ngaji.. pengalaman saya, hp kmarin ilang lupa sampe surat bacaan tilawah saya.. but so far so good lah..","saran : tambahkan fitur register, yg bsa menyimpan rekaman riwayat baca/ngaji.. pengalaman saya, hp kmarin ilang lupa sampe surat bacaan tilawah saya.. but so far so good lah..","['saran', ':', 'tambahkan', 'fitur', 'register', ',', 'yg', 'bsa', 'menyimpan', 'rekaman', 'riwayat', 'baca/ngaji', '..', 'pengalaman', 'saya', ',', 'hp', 'kmarin', 'ilang', 'lupa', 'sampe', 'surat', 'bacaan', 'tilawah', 'saya', '..', 'but', 'so', 'far', 'so', 'good', 'lah', '..']","['saran', ':', 'tambahkan', 'fitur', 'register', ',', ' yang', ' bisa', 'menyimpan', 'rekaman', 'riwayat', 'baca/ngaji', '..', 'pengalaman', 'saya', ',', ' seluler', ' kemarin', ' hilang', 'lupa', ' sampai', 'surat', 'bacaan', 'tilawah', 'saya', '..', ' mungkin', 'so', 'far', 'so', ' bagus', 'lah', '..']","['saran', '', 'tambah', 'fitur', 'register', 'yang', 'bisa', 'simpan', 'rekam', 'riwayat', 'baca ngaji', 'alam', 'saya', 'seluler', 'kemarin', 'hilang', 'lupa', 'sampai', 'surat', 'baca', 'tilawah', 'saya', 'mungkin', 'so', 'far', 'so', 'bagus', 'lah']",<FreqDist with 26 samples and 28 outcomes>,"[('saya', 2), ('so', 2), ('saran', 1), ('', 1), ('tambah', 1)]"
"MASYAA ALLAAH... terimah-kasih ya ALLAAH dan juga yang di beri hidayah membuat aplikasi AL-QUR'AN ini... aplikasinya MASYAA ALLAAH sangat Bagus... semoga tidak terdapat kesalahan satu titik, baris, dan huruf dalam aplikasi ini karena bisa merubah makna dan artinya,, Semoga menjadi menjadi ladang pahala amal jariyah buat kita semua... dan semoga ALLAAH SUBHANAHU WATA'ALA merahmati kita semua terutama yang buat aplikasi AL-QUR'AN ini... JAZAAKALLAAH KHOIR...",5,1,"masyaa allaah... terimah-kasih ya allaah dan juga yang di beri hidayah membuat aplikasi al-qur'an ini... aplikasinya masyaa allaah sangat bagus... semoga tidak terdapat kesalahan satu titik, baris, dan huruf dalam aplikasi ini karena bisa merubah makna dan artinya,, semoga menjadi menjadi ladang pahala amal jariyah buat kita semua... dan semoga allaah subhanahu wata'ala merahmati kita semua terutama yang buat aplikasi al-qur'an ini... jazaakallaah khoir...","masyaa allaah... terimah-kasih ya allaah hidayah aplikasi al-qur'an ini... aplikasinya masyaa allaah bagus... semoga kesalahan titik, baris, huruf aplikasi merubah makna artinya,, semoga ladang pahala amal jariyah semua... semoga allaah subhanahu wata'ala merahmati aplikasi al-qur'an ini... jazaakallaah khoir...","masyaa allaah... terimah-kasih ya allaah hidayah aplikasi al-qur'an ini... aplikasinya masyaa allaah bagus... semoga kesalahan titik, baris, huruf aplikasi merubah makna artinya,, semoga ladang pahala amal jariyah semua... semoga allaah subhanahu wata'ala merahmati aplikasi al-qur'an ini... jazaakallaah khoir...","['masyaa', 'allaah', '...', 'terimah-kasih', 'ya', 'allaah', 'hidayah', 'aplikasi', ""al-qur'an"", 'ini', '...', 'aplikasinya', 'masyaa', 'allaah', 'bagus', '...', 'semoga', 'kesalahan', 'titik', ',', 'baris', ',', 'huruf', 'aplikasi', 'merubah', 'makna', 'artinya', ',', ',', 'semoga', 'ladang', 'pahala', 'amal', 'jariyah', 'semua', '...', 'semoga', 'allaah', 'subhanahu', ""wata'ala"", 'merahmati', 'aplikasi', ""al-qur'an"", 'ini', '...', 'jazaakallaah', 'khoir', '...']","['masyaa', 'allaah', '...', 'terimah-kasih', ' iya', 'allaah', 'hidayah', 'aplikasi', ""al-qur'an"", 'ini', '...', 'aplikasinya', 'masyaa', 'allaah', 'bagus', '...', 'semoga', 'kesalahan', 'titik', ',', 'baris', ',', 'huruf', 'aplikasi', 'merubah', 'makna', 'artinya', ',', ',', 'semoga', 'ladang', 'pahala', 'amal', 'jariyah', 'semua', '...', 'semoga', 'allaah', 'subhanahu', ""wata'ala"", 'merahmati', 'aplikasi', ""al-qur'an"", 'ini', '...', 'jazaakallaah', 'khoir', '...']","['masyaa', 'allaah', 'terimah-kasih', 'allaah', 'hidayah', 'al-qur an', 'ini', 'aplikasi', 'masyaa', 'allaah', 'bagus', 'moga', 'salah', 'titik', 'baris', 'huruf', 'rubah', 'makna', 'arti', 'moga', 'ladang', 'pahala', 'amal', 'jariyah', 'semua', 'moga', 'allaah', 'subhanahu', 'wata ala', 'rahmat', 'al-qur an', 'ini', 'jazaakallaah', 'khoir']",<FreqDist with 26 samples and 34 outcomes>,"[('allaah', 4), ('moga', 3), ('masyaa', 2), ('al-qur an', 2), ('ini', 2)]"
"Mantul, Di bawah ada yg pake hp note 8 katanya pakai aplikasi ini hang ! berarti hp lu ada ketempelan jin itu bro... itu baru hp nya, bentar lagi orangnya juga ikutan hang ! saya aja pake 3310 lancar... buat telepon !",5,1,"mantul, di bawah ada yg pake hp note 8 katanya pakai aplikasi ini hang ! berarti hp lu ada ketempelan jin itu bro... itu baru hp nya, bentar lagi orangnya juga ikutan hang ! saya aja pake 3310 lancar... buat telepon !","mantul, yg pake hp note 8 pakai aplikasi hang ! hp lu ketempelan jin bro... hp nya, bentar orangnya ikutan hang ! aja pake 3310 lancar... telepon !","mantul, yg pake hp note 8 pakai aplikasi hang ! hp lu ketempelan jin bro... hp nya, bentar orangnya ikutan hang ! aja pake 3310 lancar... telepon !","['mantul', ',', 'yg', 'pake', 'hp', 'note', '8', 'pakai', 'aplikasi', 'hang', '!', 'hp', 'lu', 'ketempelan', 'jin', 'bro', '...', 'hp', 'nya', ',', 'bentar', 'orangnya', 'ikutan', 'hang', '!', 'aja', 'pake', '3310', 'lancar', '...', 'telepon', '!']","['mantul', ',', ' yang', ' pakai', ' seluler', ' catatan', '8', 'pakai', 'aplikasi', 'hang', '!', ' seluler', ' kamu', 'ketempelan', 'jin', ' saudara laki laki', '...', ' seluler', 'nya', ',', ' sebentar', 'orangnya', 'ikutan', 'hang', '!', ' saja', ' pakai', '3310', 'lancar', '...', 'telepon', '!']","['mantul', 'yang', 'pakai', 'seluler', 'catat', '8', 'pakai', 'hang', '', 'seluler', 'kamu', 'tempel', 'jin', 'bro', 'seluler', 'nya', 'sebentar', 'orang', 'ikut', 'hang', '', 'saja', 'pakai', '3310', 'lancar', '']",<FreqDist with 19 samples and 26 outcomes>,"[('pakai', 3), ('seluler', 3), ('', 3), ('hang', 2), ('mantul', 1)]"
"Laporan, fitur widget pada kolom tidak muncul waktu sholat seperti biasanya. Hanya background kosong, masalah tersebut muncul setelah update terakhir kali. Sudah saya copot lalu pasang ulang bahkan hapus data lalu pasang setting ulang lagi tetap belum benar. Tolong segera perbaiki",2,-1,"laporan, fitur widget pada kolom tidak muncul waktu sholat seperti biasanya. hanya background kosong, masalah tersebut muncul setelah update terakhir kali. sudah saya copot lalu pasang ulang bahkan hapus data lalu pasang setting ulang lagi tetap belum benar. tolong segera perbaiki","laporan, fitur widget kolom muncul sholat biasanya. background kosong, muncul update kali. copot pasang ulang hapus data pasang setting ulang benar. tolong perbaiki","laporan, fitur widget kolom muncul sholat biasanya. background kosong, muncul update kali. copot pasang ulang hapus data pasang setting ulang benar. tolong perbaiki","['laporan', ',', 'fitur', 'widget', 'kolom', 'muncul', 'sholat', 'biasanya', '.', 'background', 'kosong', ',', 'muncul', 'update', 'kali', '.', 'copot', 'pasang', 'ulang', 'hapus', 'data', 'pasang', 'setting', 'ulang', 'benar', '.', 'tolong', 'perbaiki']","['laporan', ',', 'fitur', 'widget', 'kolom', 'muncul', 'sholat', 'biasanya', '.', 'background', 'kosong', ',', 'muncul', ' terbaru', 'kali', '.', 'copot', 'pasang', 'ulang', 'hapus', 'data', 'pasang', ' atur', 'ulang', 'benar', '.', 'tolong', 'perbaiki']","['lapor', 'fitur', 'widget', 'kolom', 'muncul', 'sholat', 'biasa', 'background', 'kosong', 'muncul', 'baru', 'kali', 'copot', 'pasang', 'ulang', 'hapus', 'data', 'pasang', 'atur', 'ulang', 'benar', 'tolong', 'baik']",<FreqDist with 20 samples and 23 outcomes>,"[('muncul', 2), ('pasang', 2), ('ulang', 2), ('lapor', 1), ('fitur', 1)]"
"Alhamdulillah sangat suka dengan aplikasi ini karena sangat membantu dalam menanti waktu² sholat, menentukan arah kiblat dimanapun berada serta mempermudah memperbaiki cara membaca Al Qur'an dengan benar, Insha'Allah,,, ,,, Aplikasi ini telah menemani kami sekitar 5 tahun sejak mengenalnya, Alhamdulillah terima kasih banyak yaa telah menghadirkan aplikasi ini dalam perjalanan hidup kami,,, 😊👍🏻👍🏻🙏🏻🙏🏻",5,1,"alhamdulillah sangat suka dengan aplikasi ini karena sangat membantu dalam menanti waktu² sholat, menentukan arah kiblat dimanapun berada serta mempermudah memperbaiki cara membaca al qur'an dengan benar, insha'allah,,, ,,, aplikasi ini telah menemani kami sekitar 5 tahun sejak mengenalnya, alhamdulillah terima kasih banyak yaa telah menghadirkan aplikasi ini dalam perjalanan hidup kami,,, 😊👍🏻👍🏻🙏🏻🙏🏻","alhamdulillah suka aplikasi membantu waktu² sholat, menentukan arah kiblat dimanapun mempermudah memperbaiki membaca al qur'an benar, insha'allah,,, ,,, aplikasi menemani 5 mengenalnya, alhamdulillah terima kasih yaa menghadirkan aplikasi perjalanan hidup kami,,, 😊👍🏻👍🏻🙏🏻🙏🏻","alhamdulillah suka aplikasi membantu waktu² sholat, menentukan arah kiblat dimanapun mempermudah memperbaiki membaca al qur'an benar, insha'allah,,, ,,, aplikasi menemani 5 mengenalnya, alhamdulillah terima kasih yaa menghadirkan aplikasi perjalanan hidup kami,,, ","['alhamdulillah', 'suka', 'aplikasi', 'membantu', 'waktu²', 'sholat', ',', 'menentukan', 'arah', 'kiblat', 'dimanapun', 'mempermudah', 'memperbaiki', 'membaca', 'al', ""qur'an"", 'benar', ',', ""insha'allah"", ',', ',', ',', ',', ',', ',', 'aplikasi', 'menemani', '5', 'mengenalnya', ',', 'alhamdulillah', 'terima', 'kasih', 'yaa', 'menghadirkan', 'aplikasi', 'perjalanan', 'hidup', 'kami', ',', ',', ',']","['alhamdulillah', 'suka', 'aplikasi', 'membantu', 'waktu²', 'sholat', ',', 'menentukan', 'arah', 'kiblat', 'dimanapun', 'mempermudah', 'memperbaiki', 'membaca', 'al', ""qur'an"", 'benar', ',', ""insha'allah"", ',', ',', ',', ',', ',', ',', 'aplikasi', 'menemani', '5', 'mengenalnya', ',', 'alhamdulillah', 'terima', 'kasih', 'yaa', 'menghadirkan', 'aplikasi', 'perjalanan', 'hidup', 'kami', ',', ',', ',']","['alhamdulillah', 'suka', 'bantu', 'waktu', 'sholat', 'tentu', 'arah', 'kiblat', 'mana', 'mudah', 'baik', 'baca', 'al', 'qur an', 'benar', 'insha allah', '', 'tani', '5', 'kenal', 'alhamdulillah', 'terima', 'kasih', 'yaa', 'hadir', 'jalan', 'hidup', 'kami']",<FreqDist with 27 samples and 28 outcomes>,"[('alhamdulillah', 2), ('suka', 1), ('bantu', 1), ('waktu', 1), ('sholat', 1)]"
Fiturnya lengkap dan sangat memudahkan user untuk mengakses al qur'an dimana saja kapan saja. Hanya sedikit kesulitan untuk mencari ayat spesifik dengan keyword yang mungkin masih perlu dipelajari,5,1,fiturnya lengkap dan sangat memudahkan user untuk mengakses al qur'an dimana saja kapan saja. hanya sedikit kesulitan untuk mencari ayat spesifik dengan keyword yang mungkin masih perlu dipelajari,fiturnya lengkap memudahkan user mengakses al qur'an dimana saja. kesulitan mencari ayat spesifik keyword dipelajari,fiturnya lengkap memudahkan user mengakses al qur'an dimana saja. kesulitan mencari ayat spesifik keyword dipelajari,"['fiturnya', 'lengkap', 'memudahkan', 'user', 'mengakses', 'al', ""qur'an"", 'dimana', 'saja', '.', 'kesulitan', 'mencari', 'ayat', 'spesifik', 'keyword', 'dipelajari']","['fiturnya', 'lengkap', 'memudahkan', ' konsumen', 'mengakses', 'al', ""qur'an"", 'dimana', 'saja', '.', 'kesulitan', 'mencari', 'ayat', 'spesifik', 'keyword', 'dipelajari']","['fiturnya', 'lengkap', 'mudah', 'konsumen', 'akses', 'al', 'qur an', 'saja', 'sulit', 'cari', 'ayat', 'spesifik', 'keyword', 'ajar']",<FreqDist with 14 samples and 14 outcomes>,"[('fiturnya', 1), ('lengkap', 1), ('mudah', 1), ('konsumen', 1), ('akses', 1)]"
"Jazakallahu khairan pahala mengalir untuk pembuat aplikasi ini,sungguh bermanfaat untuk belajar baca Al-quran yang lebih baik. Fitu share dengan berbagai tampilan juga bagus Brakallahu fiik dan masukan Bisa kah menambahkan fitur favorit atau palylist untuk surat2 yang hanya ingin didengar, agar lebih mudah untuk locat2 surat, tanpa harus diplay beruntun.",5,1,"jazakallahu khairan pahala mengalir untuk pembuat aplikasi ini,sungguh bermanfaat untuk belajar baca al-quran yang lebih baik. fitu share dengan berbagai tampilan juga bagus brakallahu fiik dan masukan bisa kah menambahkan fitur favorit atau palylist untuk surat2 yang hanya ingin didengar, agar lebih mudah untuk locat2 surat, tanpa harus diplay beruntun.","jazakallahu khairan pahala mengalir pembuat aplikasi ini,sungguh bermanfaat belajar baca al-quran baik. fitu share tampilan bagus brakallahu fiik masukan kah fitur favorit palylist surat2 didengar, mudah locat2 surat, diplay beruntun.","jazakallahu khairan pahala mengalir pembuat aplikasi ini,sungguh bermanfaat belajar baca al-quran baik. fitu share tampilan bagus brakallahu fiik masukan kah fitur favorit palylist surat2 didengar, mudah locat2 surat, diplay beruntun.","['jazakallahu', 'khairan', 'pahala', 'mengalir', 'pembuat', 'aplikasi', 'ini', ',', 'sungguh', 'bermanfaat', 'belajar', 'baca', 'al-quran', 'baik', '.', 'fitu', 'share', 'tampilan', 'bagus', 'brakallahu', 'fiik', 'masukan', 'kah', 'fitur', 'favorit', 'palylist', 'surat2', 'didengar', ',', 'mudah', 'locat2', 'surat', ',', 'diplay', 'beruntun', '.']","['jazakallahu', 'khairan', 'pahala', 'mengalir', 'pembuat', 'aplikasi', 'ini', ',', 'sungguh', 'bermanfaat', 'belajar', 'baca', 'al-quran', 'baik', '.', 'fitu', 'share', 'tampilan', 'bagus', 'brakallahu', 'fiik', 'masukan', 'kah', 'fitur', 'favorit', 'palylist', 'surat2', 'didengar', ',', 'mudah', 'locat2', 'surat', ',', 'diplay', 'beruntun', '.']","['jazakallahu', 'khair', 'pahala', 'alir', 'buat', 'ini sungguh', 'manfaat', 'ajar', 'baca', 'al-quran', 'baik', 'fitu', 'share', 'tampil', 'bagus', 'brakallahu', 'fiik', 'masuk', 'kah', 'fitur', 'favorit', 'palylist', 'surat2', 'dengar', 'locat2', 'surat', 'diplay', 'untun']",<FreqDist with 28 samples and 28 outcomes>,"[('jazakallahu', 1), ('khair', 1), ('pahala', 1), ('alir', 1), ('buat', 1)]"
"aplikasinya bagus, bisa disetting tulisannya maupun terjemahannya. ada beberapa versi murrotal juga jadi gak bosen kalo lagi ngulang deres",5,1,"aplikasinya bagus, bisa disetting tulisannya maupun terjemahannya. ada beberapa versi murrotal juga jadi gak bosen kalo lagi ngulang deres","aplikasinya bagus, disetting tulisannya terjemahannya. versi murrotal gak bosen kalo ngulang deres","aplikasinya bagus, disetting tulisannya terjemahannya. versi murrotal gak bosen kalo ngulang deres","['aplikasinya', 'bagus', ',', 'disetting', 'tulisannya', 'terjemahannya', '.', 'versi', 'murrotal', 'gak', 'bosen', 'kalo', 'ngulang', 'deres']","['aplikasinya', 'bagus', ',', 'disetting', 'tulisannya', 'terjemahannya', '.', 'versi', 'murrotal', 'gak', ' bosan', ' kalau', 'ngulang', 'deres']","['aplikasi', 'bagus', 'disetting', 'tulis', 'terjemah', 'versi', 'murrotal', 'gak', 'bosan', 'kalau', 'ngulang', 'deres']",<FreqDist with 12 samples and 12 outcomes>,"[('aplikasi', 1), ('bagus', 1), ('disetting', 1), ('tulis', 1), ('terjemah', 1)]"
