content,score
"Sekarang jadwal solat udah gabisa diliat di widget, kalo tetep mau liat harus upgrade ke premium. Developer aplikasinya lagi butuh dana kah? mending open donasi aja kak, karna bakal banyak juga yg bakal donasi untuk pengembangan aplikasi. kalo dipatok begini mah pada bakal lari ke apps lain, thanks.",3
Terima kasih yang setulus tulusnya dan sebesar besarnya saya sampaikan kepada Saudara dan Saudari yang telah mewujudkan aplikasi Al- Qur'an dalam bentuk digital dan sangat simple serta sangat mudah digunakan serta memiliki feature yang up to date. Al qur'an digital ini sangat membantu saya untuk lebih dekat kepada Allah,5
"Sangat membantu dalam mengisi hari hari dengan membaca al quran sekaligus belajar kandungan ayat melalui terjemahannya sehingga lebih memperdalam ilmu keagamaan saya, baik ilmu tajwid atau pun juga ilmu muamalah lainnya. Terima kasih pada al quran Indonesia untuk semuanya.",5
Saya review ulang mengenai aplikasi Qur'an ini aplikasinya sudah bagus cuma minus nya sekarang menggunakan featured berbayar yang mana ini sangat menggangu apalagi widget nya harus langganan dulu baru bisa digunakan mungkin ini bisa dipertimbangkan lagi bagi pihak developer,1
"Terimakasih untuk tim pengembang yang sudah memberikan fitur yang simple dan lengkap . Mohon maaf pihak developer , saya sangat kehilangan karna fitur widget dijadikan premium . 😭",3
"App bagus favorit sy utk baca qur'an. Trima kasih atas respon baik cepatnya. Maaf jika saya kudate, problem sy udh teratasi. Dan berpikir utk upgrade ke premium. Utk harga 30rb/tahun sy rasa sangat murah dan worth it, aplg 99k utk longlife. Kalo sudh turun jasa, sy rasa pengen upgrade ke premium longlife aja hhe. Asalkan applikasinya selalu ada ya, jd sy doakan appnya longlife jg, selalu ada inovasi dan pembaruan. Makasih😊 sehat selalu, selalu sukses",5
"Sebelumnya saya sangat senang dgn aplikasi ini,tp baru² ini semenjak aplikasi ini d update jd banyak iklan yg sangat mengganggu terus widget jadwal sholat pun sdh tdk bisa lagi kecuali premium/ berbayar...",1
"Dulu saya sudah pernah bayar premium selamanya tahun 2019, bisa digunakan di perangkat manapun selama menginstall menggunakan akun email yang sama. katanya pembayaran 100% untuk biaya membangun mesjid atau apa. Hari ini setelah update, jadi akun bukan premium dan diminta bayar lagi jika ingin premium. Tidak sesuai dengan komitmen awal. Godaan uang memang bisa mengubah segalanya.",2
"Assalamualaikum, izin memberi komentar. Alhamdulillah selama pemakaian aplikasi selalu nyaman dan memudahkan untuk membaca dan mengartikan bacaan atau tulisan al-qur'an, semoga berkah dicurahkan bagi kreator aplikasi dan semua pengguna, aminn...",5
"Sudah sangat membantu dan insyaallah menjadi pahala jariyah, tapi makin kesini semakin dikomersilkan Wallahu a'lam tujuannya apa, tapi sedikit kecewa dengan widget jadwal sholat yang harus berlangganan dahulu baru bisa dilihat, terlebih lagi sudah sangat banyak iklan yang meresahkan yang terkadang membuat tidak nyaman dalam menggunakan apk-nya. Barakallahu fiikum",1
"Awal saya senang dan bersyukur krn aplikasi ini sgt membantu, tapi kali ini saya kecewa. Tampilan waktu sholat di widget ga bisa tampil dibayar krn harus di ubah ke premium dulu. Tolong dong fasilitas diawali yg tampilan waktu sholat di wedget dikembalikan untuk yg free.. jika sudah saya akan kasi bintang 5 lagi. Kn ga semua mampu mengubah ke premium. Untuk ibadah tolong dikasi kemudahan.. semoga saran ini bisa jadi bahan pertimbangan terima kasih.",3
"Ini sih aplikasinya bagus banget, bisa tahu waktu sholat karena widgetnya, tapi setelah di updated harus ada versi premium baru ada widgetnya lagii, kecewaa saya.!!!",2
Hmmm aplikasi sebernya udah mantap tapi setelah update februari nggak bisa lihat widget jadwal sholat dan ada satu murrotal yang sangat saya ingin ditambahkan ke aplikasi ini yaitu murotal yassr al dosari dan tolong iklan jangan kebanyakan dan itu saja semoga lebih diperbaiki,5
"assalamu'alaykum,, widget sangat penting sebenarnya,, saya pindah ke app lain dlu,, terima kasih widget gratisnya selama ini,, sangat membantu mengingatkan waktu sholat",2
"maaf sementara bintang 2 dulu ya, aplikasi downgrade makin banyak iklan ga jelas dan widget jadwal sholat hanya untuk premium padahal sebelumnya yg dicari dari aplikasi ini adalah widget jadwal sholatnya tapi skrg hanya untuk premium semoga kedepan bisa lebih baik lagi",2
"Setelah diperbarui widget hanya untuk pengguna premium, jika tidak premium maka tidak bisa. Bagaimanapun juga itu tetap bagus agar aplikasi dan pengembang tetap hidup.",5
"Alhamdulillah, nyaman sekali aplikasi ini. Boleh saran, untuk fitur tandai terakhir baca, lebih nyaman bila bisa lebih dari satu. Jadi saat menandai terakhir baca beberapa surat bisa sekaligus. Terimakasih",5
"Aplikasinya sangat bagus sekali, sangat bermanfaat....cuma mau kasih saran dikit aja, untuk widgetnya kalau bisa ditambah pengaturan warna, antara hitam atau transparan...terima kasih",5
"Kuturunkan jadi bintang 1, kenapa widget waktu sholat hanya di peruntukkan buat yg premium?, sebelum update masih bisa, saya kecewa dengan developer Al Qur'an Indonesia, padahal awalnya sudah nyaman make widget gratis, ini malah suruh bayar, saya memilih aplikasi ini daripada yg lain karena widget sholat nya yg bagus, kenapa sekarang harus bayar 😭💔",1
"Mohon maaf saya kasih bintangnya satu, dikarenakan setelah update kenapa jadi banyak iklannya trus tampilan di Widget malah tidak ada u/ tampil, dikarenakan harus premium",1
"buat kalian yang protes soal widget, oh,ayolah,developer juga perlu makan, mereka butuh duit,dan lagi, tujuan kita download ni apk juga cuma buat baca Al-Qur'an doang kan? jadi sekiranya iklan mengganggu,yaudah,matiin datanya,selesai,gitu aja ribet",5
Aplikasinya sangat membantu kita dalam mengingat Jadwal Sholat di sela-sela kesibukan. Dan bisa juga setelah sholat dilanjutkan membaca Al-Qur'an yang disediakan oleh Developer. Terimakasih ya,5
Bismillaah. Afwan bintangnya saya kurangin karena agak menyesal setelah update apk justru widget jadwal shalat ga bisa digunakan lagi kecuali premium. Hiks...,4
membaca Alquran dan bisa menghayati maknanya adalah obat dari segala obat... ketika membaca di aplikasi ini tak jarang saya tertegun ketika menghayati maknanya.... Terima kasih Al-Qur'an. Alhamdulillaahi robbil Aalamiin.,5
"Gw tau susah emang buat aplikasi dan perlu banyak biaya tapi ayolah kawan ini aplikasi bagus untuk ibadah kenapa malah jadi ada microtransactionnya, banyak iklan dan lain sebagainya terlebih ada fitur pro berbayarnya, udah bagus ada widget buat ngingetin sholat ini malah di suruh bayar. Kecewa berat",2
"Asalamualaikum makasih yang sudah ciptakan aplikasi ini saya suka banget soalnya bisa seger azan yg begitu bagus dan bisa sekalian bersyahadat, membaca al kurang makasih saya pamit asalamualaikum w, d, k",5
"ih curang..giliran di update, widget jamnya hanya untuk yang premium, gak asik-gak adil-gak bijak nih..cuma widget doang diijinin hanya untuk yang premium, apa coba.",2
"knp harus dibuat fitur premium dan iklan. pdhl suka aplikasi ini krn gk ribet dan simpel, tp grgr fitur itu kita jd gk bs pasang widget jadwal sholat krn harus upgrade ke premium dulu dan iklan bener bener ganggu pdhl ini cm aplikasi Al Qur'an.kecewa jd mau uninstall dan pindah ke apps lain",3
"Sekarang kalo mau nampilin jadwal jadwal sholat harus premium dulu. jujur mempersulit kalau mau liat jadwal sholat, biasanya cuma liat di widgetnya sekarang harus masuk aplikasi nya dulu. Tapi aplikasi nya baguss👍🏻👍🏻",3
Tabarakallah dengan al Qur'an yg sangat canggih ini. Tidak perlu membawa Al-Qur'an. Sekarang dah praktis. Bisa baca lewat hp surah dan juz lengkap sekali. Kita bisa mendengarkan ngaji langsung ada qori.nya. Masya Allah.... Senang sekali menggunakan aplikasi ini...,5
"Padahal saya pengguna aplikasi ini sudah lama banget, tapi setelah update jadinya ga bisa pasang widget waktu sholat karena harus premium, padahal ada ladang pahala jariyah disana. Ya terpaksa cari aplikasi yg lain dulu, kalo ada yg gratis kenapa harus berbayar, terima kasih.",3
"Asli nya dulu gak pake aplikasi ini, tapi pindah kesini karna ada widget jadwal sholat, qodarullah kemarin ter update otomatis. Dan ternyata sekarang harus premium untuk sekedar jadwal sholat. Maaf sepertinya harus ganti aplikasi lain lagi🙏🏻",1
"Kalau pakai cuman mau gratis, bantu dengan menonton iklan. Maunya gratis full, pakai sedikit akalnya yaa... Dev juga manusia, butuh biaya operasional.",5
"Berhubung aplikasi banyak iklan, parahnya lagi widget jadwal sholat skrng harus bayar/versi premium. Aku uninstall aja! Hanya jadwal sholat saja harus bayar! Mnding beralih ke apk sebelah aja.",1
"Aplikasi yang baik dan lengkap (ada jadual sholat, kalender, penunjuk arah qiblat, pencarian per kata, serta dapat di setting waktunya di lokasi dimana kita berada) serta untuk belajar, membaca dan mendengarkan bacaan Al Quran.",5
Aplikasinya bagus hanya fitur azan-nya alangkah lebih bagusnya suara azan-nya bisa di ganti-ganti seperti aplikasi yg lainnya terkadang ga muncul suara azan-nya maaf sya hanya kasih bintang empat..,4
"Bertahun tahun saya ditemani oleh aplikasi ini. Sangat membantu saya dalam membaca dan hafalan Alquran . dan juga dapat melihat jadwal waktu sholat sehingga sholat bisa lebih tepat waktu. Akan tetapi saat ini setelah saya upgrade , jadwal wktu yang bisa di lihat di halawan utama lewat stelan widget kini sudah tiada. Harus melalui stelan premium. Sangat di sayangkan sekali.",3
"Untuk dalam nya bagus cuma setelah di update malah widget jadwal sholat nya malah disuruh premium dulu, hadeuh padahal biasa aja pasti banyak yang pake widget jadwal sholat dan dapet pahala, tapi setelah di ubah jadi premium pasti sedikit yang pakai jadinya sedikit pahala yang buat aplikasi ini, saran saya balikin lagi widget jadwal sholat nya seperti biasa soalnya saya selalu pakai itu biar mudah.",1
"Kecewa tiba2 jadwal sholat di widget g bisa tampil hanya karna ga premium. Sekarang semua harus langganan premium perbulan, ga kaya dulu langsung selamanya cuma 30 ribu.",1
"Saya senang aplikasi ini karna ada widget untuk jadwal solat, tapi kenapa sekarang untuk mengetahui jadwal azan di widget sudah harus berbayar? Sementara ada aplikasi lain yg gratis.. terlalu mengincar uang, pahala bisa hilang, selamat tinggal al quran indonesia..semoga setiap saya melihat waktu solat dari widget ini kemarin kemarin menjadi ladang amal dan kebijakan kedepannya lebih baik lagi",1
"ada tajwid nya, mendengarkannya bisa menjadi hafal, ketika susah tidur dengan mendengarkan beberapa surah saya bisa tertidur. ITU SAJA ULASAN SAYA TERIMAKASIH",5
"Sebelumnya saya sangat menyukai aplikasi ini sebagai pengganti untuk membaca alqur'an ketika masih diluar dan sedang tidak bawa alqur'an, juga sangat berguna untuk melihat jadwal sholat 5 waktu serta terbit dan dhuha. Sebelumnya juga sempat merasa wajar dengan semua fitur yang bebas digunakan tanpa sedikitpun biaya selain kuota untuk mengundur murothal karena ini adalah Alqur'an digital yang dimana seharusnya tidak memiliki ketentuan khusus selain harus Islam dan Suci. Tapi tidak untuk sekarang",1
"Untuk Para Pengguna Aplikasi Yang Ngeributin Sekedar 28k doank, Top Up Game Ratusan Bisa, Jajan Unfaedah Santai, Giliran Bayar Aplikasi Yang Bermanfaat Ngingetin Sholat Cuman 28k Ngamok wkwkw, Gak Bisa Anggap Sedekah ke yang Punya Aplikasi kek Buat Rawat Aplikasi dll, yg Punya Aplikasi juga Butuh Makan dan Keperluan cuk. Mindset nya itu loh, Rubah dikit lah. Bedain Keluar Duit Untuk Hal Bernilai Positif dan Pahala Sama Hal yg Sia* , Mari Bijak Sedikit 🙂",5
Widget tidak bisa digunakan lagi kecuali premium....padahal sudah pake apk ini bertahun tahun baik baik saja tapi mungkin inilah akhirnya ya sudah saatnya uninstall byeeee,1
Kenapa sekarang dibuat widget harus premium? Sejak kemarin2 nggak udah cape ya beramal dan membantu? kalo bisa mohon perbaiki lagi karna itu sangat membantu dan penting sekian terimakasih sebanyak banyak banyanya,3
"JANGAN DI UPDATE , karena pd versi terbarunya utk widget jdwl sholat harus berbayar / update premium. Padahal aplikasi ini bisa jadi amal jariah utk mengingatkan sholat. Tp memang sepertinya developer aplikasi sdg kesulitan keuangan , makanya berbayar.",1
"Aplikasi nya sudah bagus, hanya widget nya saja kenapa sekarang hanya untuk premium dan bayar 99k untuk selamanya, tolong dikembalikan kayak dulu lagi",2
"Sayang sekali aplikasi kesayangan dari dulu kini memaksakan diri ini untuk mencari aplikasi yang lain, karena widget jadwal shalat dan kalender Hijriyah tak bisa dipasang lagi alias harus berbayar. Padahal awalnya saya kira penciptanya ingin mencari amal jariyah, ternyata saya salah. Dan sangat kecewa.",3
"Setelah sekian lama sejak awal rilis, widget jadwal sholat dri apk ini sangat membantu saya untuk mengingat waktu sholat. Kebijakan terbaru sangat membuat saya kecewa🙏. Terima kasih sebelumnya kepada devlop yg memberikan kemudahan selama widget pengingat waktu sholat masih free, semoga bisa menjadi amal jariyah. Padahal udah nyaman sama apk ini, tapi mau bagaimana lagi, waktuny uninstall dan cari aplikasi alternatif lain yg bisa memberikan widget jadwal sholat dengan free.",1
"Kalau menurut saya pribadi, mending widgetnya jangan di jadikan premium...lebih baik di tambahkan tema atau apalah, yg di jadikan premium ( ngga maksa kok )...cuma ngasih saran aja hehe, semangat terus 😁👍🏻",5
"iklan yang sangat meresahkan.... Setelah di instal ulang,tidak menemukan terakhir baca alqur'an sampai ayat dan juz berapa Intinya tidak bisa login ulang Jadi aku cari aplikasi lain yang lebih baik lagi",1
"Sy menyukai aplikasi ini Memudahkan sy untuk membaca al quran di mn saja ,, namun yg sy sayang kan sy tidak tau bagaimana caranya untuk membatasi bacaan yg sy bc atau murotal bacaan agar tidak terulang kembali ke bacaan yg sudah di baca . Mohon kasih tau caranya dan permudah pengaturannya",5
"Saya sudah pakai aplikasi ini 2 tahun karena bisa membantu saya, apalagi kalau ada widget yang sering saya pakai tapi sayang sekali saat saya meng update aplikasinya widget itu hilang dan ketika saya ingin menambahkan widget tersebut tidak bisa malah disuruh bayar",4
"Knpa sudah gk bisa liat waktu sholat di widget, karena ada fitur premium. Padahal dulu asik make ini karena ada jadwal sholat dan adzan sering muncul tpi sekarang jarang.",1
"Aplikasinya bagus untuk mengingatkan waktu sholat, karena ada fitur widget di layar utama jadi gk perlu buka aplikasi. Sekarang yang bisa pakai widgetnya harus bayar, 99 ribu dapat permanen lumayan buat bantu developernya.",5
"Kenap sih, padahal jadwal solat sama aja kayak ngingetin orang solat, otomatis dong admin dari apk Al Qur'an ini dapet pahala jariyah dari Allah,jangan lah di buat premium kembalian seperti dulu yg biasanya buka hp udah ada di layar ada jadwal solat sekarang harus premium dulu😭",1
"Woi Min, kok lu upgrade apk ini jadi berbayar? Sy gk bisa dengar suara azan dan gk tau jadwal sholat di widget nya. Kamu mau apk ini ratingnya diturunin? Bukannya saling tolong menolong dlm berbuat kebaikan malah saling menyulitkan. Memang km upgrade nya utk menghilangkan iklan, tapi bagaimana dgn kami yg gratisan? Begitu susahkah cari pahala utk membantu sesama dgn apk gratis sehingga kau upgrade kali ini dgn berbayar utk menghilangkan iklan? Semoga kamu dikasih hidayah utk mau meringankan kami",1
"Kecewa. Ada iklannya. Fiturnya Jadi berbayar semua. gak seperti di awal serba free dan berguna. Dulu gak ada iklannya, sekarang ada iklannya... :(",1
Versi terbaru malah widget nya hilang. Harus upgrade premium. Padahal sangat membantu malah diarahkan untuk berbayar,2
"Sekarang untuk widget jadwal sholat harus premium dulu, padahal dulu enggk. Klo untuk fitur yang lain gk pplah harus premium dulu, klo hanya untuk sekedar widget sepertinya sedikit berlebihan",2
"Alhamdulillah pengalaman yang saya dapatkan dalam menggunakan aplikasi ini adalah bagus. Tapi kenapa saya hanya memberi 80%? Karena ada beberapa bagian yang menurut saya kurang pas. Seperti terpotongnya sebuah lafadz saat pergantian baris. Maka usul saya kalau bisa disempurnakan lagi dengan lebih mengepaskan posisi lafadz, jangan sampai ada yang terpotong.",4
Afwan. Kalo bisa ditambah Qori yg lagam Ummi. Soalnya butuh untuk anak belajar menghafal. Dulu mgkin belum populer kayak skrg lagam ummi. Dulu saya setel ful seharian untuk belajar mengafal waktu anak pertama. Karena lengkap bisa milih ayat yg mau disetel berulang. Tp skrg terpaksa nyetel dr aplikasi lain yg pake lagam ummi. Tp nyari yg ada pilihan ayat seperti aplikasi ini blm nemu. Terpaksa nyetel ful 1 surat,5
"Saran ""Fitur Premium"" sebaiknya dibuat dulu Database Akun-nya (login pakai Google misalnya). Jadi jika aplikasi ini terhapus dan sedangkan sebelumnya ""User"" sudah berlangganan Premium (Lifetime misalnya) tidak bayar 2x karena tinggal Login Akun. Karena sudah ada ""Fitur Premium"" ini, sebaiknya ditiadakan Iklannya dan lebih baik diubah dengan Fitur Tambahan yang tidak ada di Akun Biasa (Non Premium). Misal : Kumpulan Do'a-Do'a, Cerita Nabi & Sahabat, dll. Widget Adzan jgn dijadikan Fitur Premium!!",5
"Alhamdulillah ada aplikasi Al qur'an Indonesia, praktis, bs tilawah kpn sj, sekaligus baca terjemahan nya, bs unduh audio nya jg, terimakasih kak 🙏",5
"Sblmnya seneng banget makai aplikasi ini, alhamdulillah sudah 3x lebih bisa hatam baca Alqur'annya, dan juga widget untuk jadwal sholatnya sangat bermanfaat sehingga bsa jadi amal jariyah yang membuat aplikasi ini, tapi sayang skrng untuk widget jadwal Alqur'annya g bsa dipakai dan harus berbayar... 😌",4
"KECEWA🥲, WIDGET WAKTU SOLAT DISURUH BAYAR, padahal penting banget mempermudah ngeliat waktu solat, kecewa banget😢🙏🏻 males banget segala ada fitur premium nya, lama lama fitur lainnya disuruh premium",1
"widget sholat anda sebenarnya yang paling keren di antara yang lain, tapi karna sekarang anda khususkan buat yang premium alias kami harus bayar buat widget waktu sholat, saya sangat menyayangkan, tapi kembali ini hak anda dalam mengembangkan aplikasi",3
"Saya sudah menggunakan aplikasi ini 3 atau 4 tahunan lah, dan saya akan uninstall, kareba untuk jadwal sholat saja harus premium, padahal mengingatkan jadwal sholat hal yg wajiib, tapi terimakasih sudah membantu saya 3 4 tahun ini, semoga Alloh membalas semua kebaikan, aamiin",1
"MasyaAllah aplikasi ini sangat membantu buat yang ingin bs membaca dan menghafal Al-Qur'an, sy orang yang sangat selektif dan banyak komplain dengan hal yang kurang bermanfaat tapi beneran sy sangat merekomendasikan aplikasi ini buat kaum Muslimin sekalian, buat Adminnya sekalian semoga Allah membalas semua kebaikan ini dengan pahala jariyah yang tak terhingga, Aamiin",5
"Saya sudah lama pakai apk ini,namun karena sekarang fitur widget jadwal sholat sudah harus premium baru bisa digunakan, maka saya uninstal aplikasi ini. Apk Alqur’an kok dibuat preminum. Dan juga kekurangan lainnya pengingat waktu sholat tidak ada. Sayang sekali developernya membuat kebijakan yang merugikan",1
"Terimakasih Al Qur'an Indonesia, akhirnya saya kebagian juga untuk kehilangan widget jadwal sholat nya, padahal itu sangat membantu, terlebih lagi karena pekerjaan kita berhubungan dengan perjalanan, yang biasanya perjalanan kita menyesuaikan dengan jadwal sholat, sekali lagi terimakasih, jazakallah khoiran katsiran.",4
"Setelah di update, widget jadwal sholat hanya untuk versi premium. Padahal fitur itu sangat memudahkan saya untuk melihat jadwal sholat. Iklan juga semakin banyak. Komplain juga 100% tidak mungkin di dengar developer. Saya pikir apk ini untuk memudahkan orang2, tau nya di KOMERSIL kan juga.",1
"Kecewa. Udah Instal sejak lama sekarang malah premium2 an. Al-Quran kenapa pakai premium segala. Makai widget jadwal sholat udah gak bisa. Waktunya Uninstall, nyari apk yg lain aja.",1
"Sudah beberapa tahun pakai menemani di manapun, dr masalah widget beda tanggal dan waktu, skrg setelah update widget nya berubah premium 🥺 hemm ...",3
"Maaf kecewa banget, widget jadwal solat sekarang hanya untuk premium, padahal di appsnya aja udah ada iklan yang lumayan lama, kenapa widget itu yang selama ini sangat membantu malah kena (harus premium), review ini bakal saya ubah ke bintang 5 kalo widget jadwal sholat kembali gratis 🙏🏻",3
"masyaallah tabarokallah... Al-qur'an Indonesia ini yg paling jelas, lugas terjemahannye ada pengaturan terjemahan perkatanya juga, ada audio korinya juga ada tanda tajwid nya juga, pokonya se pendek pengetahuan saya ini adalah Al-qur'an digital terlengkap fitur2 layanannya 👍 Dan Al-Qur'an ini terjemahan nya bagus juga tepat tidak keliru terutama pada surat Almaidah ayat 51 janganlah kamu jadikan orang yahudi dan Nasrani pemimpin! 👍👍👍👍👍👍👍👍",5
"aplikasi ini sangat membantu saat berpergian jauh kita bisa tau waktu solat kapan jadi saat diperjalanan tidak pernah tinggal solat,aplikasi ini the best pokoknya👍👍👍.dan murottal nya sangat merdu enak dengernya pokok nya aplikasi ini sangat bagus cocok untuk orang yang sedang ada banyak urusan atau berpergian jauh.",5
Tiba-tiba jadwal sholatnya ga muncul di widget ☹️ kudu yg premium yg bisa. Aseli parah bgt ini. Tolong kembalinya jadwal sholat di widget tanpa harus premium.,1
"bagus untuk mengingatkan waktu sholat, karena ada fitur widget di layar rumah jadi gk perlu buka aplikasi. tapi sekarang gk bisa pakai widgetnya, harus bayar. padahal bisa bernilai pahala jariyah. maaf saya uninstal, sama aja lihat google kalo mau tau jadwal sholat",3
"Widget waktu sholat jadi premium ya.. tapi tetep bisa cek di dalem aplikasi kok, orang orang marah karena jadi berbayar, padahal mah kalo memang butuh widget tinggal bayar aja toh ga terlalu mahal untuk lifetime subscribe, kalo gamau ya tinggal buka apps nya",5
"iklan sudah sangat meresahkan, aplikasi bagus tapi banyak iklan... sama update terakhir widget sudah gak bisa dipasang lagi kecuali premium atau berbayar, padahal berguna untuk daftar waktu sholat.. akhirnya beralih ke aplikasi lain...",2
"Assalamualaikum wr wb. Sebelumnya maaf, saya pakai aplikasi ini sudah sangat lama. Dan saya sangat terbantu dengan aplikasi ini saya mengaji, menghafal, membaca artinya memalui applikasi, dan mengingatkan waktu sholat baik itu saat masuk sholat atau persiapan sholat. Namun yang sangat saya kecewa baru hari ini kenapa bagian widget untuk memperlihatkan waktu sholat malah diupgrade ke premium saja? Saya sangat menyesali ini dan kecewa. Tolong dikaji kembali. Terimakasih.",2
"Sangat di sayangkan, pas aupdate langsung hilang widget nya, hanya untuk yg premium. Terimakasih sebelum jd premium sudah bisa merasakan mudah nya melihat jadwal sholat memakai widget gratis",4
"Dulu kita masih bisa akses widget yang menunjukkan waktu sholat langsung di layar depan, tapi sekarang udah ndk bisa karena harus premium. Untuk berbagi saling mengingatkan waktu sholat aja harus premium ya??? Miris sekali!!!",1
padahal sudah bagus aplikasinya. tapi kenapa widget jadwal sholat pake harus premium dulu? sebelumnya kan engga harus premium. untuk kebaikan aja harus bayar dulu,2
"Untuk selama ini alhamdulillah aplikasinya bagus, apalagi ada widget jadwal sholat. Tapi pas baru di update bulan Februari kenapa berubah jadi ada apk premiumnya. Widget nya jadi tidak bisa tampil lagi dan harus premium. Untuk subscribe selamanya harus bayar 99k. Maaf rating bintang dikurangin.",1
"Awalnya sih Oke bahkan bisa jadi ladang pahala. Tapi makin kesini makin keliatan cari cuannya, iklan banyak terus Harus Versi Premium untuk tampilin jadwal waktu sholat. Sangat di sayangkan",3
"Saya udah pakai selama hampir lebih dari 4th suka pakai widget untuk liat jadwal, batiba pas update malah minta premium berbayar, kalau pas buka aplikasi nya ada iklan aku g masalah, njir padahal hanya widget jadwal sholat loh buat liat jadwal sholat malah harus premium berbayar, parah2 beneran akhir jaman, semua apa-apa benar2 harus pakai uang, udah g respect lagi aku ma developer nya",1
kenapa sekarang kalo mau liat waktu solat harus beli premium? perasaan dari dulu juga gaada bagus2 aja ini malah makin banyak iklan nya juga kita mau ngaji bukan mau liatin iklan,1
"Bagi saya sudah sangat bagus, akan tetapi mungkin bisa ditambahkan fitur bisa memilih jenis suara azan seperti aplikasi lainnya misanya azan khas mekkah, madinah dan lain-lain. Maaf saya edit sedikit penilaian bintang nya, sebab sekarang widget untuk jadwal sholat nya tidak muncul lagi, alias hanya untuk pengguna premium, sedikit mengejutkan dan agak mengecewakan, tapi so far fitur lain nya belum ketemu apalagi yang di batasi.",4
maaf saya kasih bintang 2 harusnya mau saya kasih bintang 5 krna sebelum nya bisa pakai widget di layar tanpa harus ke versi premium tapi kenapa skrng harus pakai versi premium dulu. Hadehh,2
Dulu widget bisa untuk semuanya.. tapi sekarang widget cuma khusus untuk yg premium.. Susah emang kalo otak developer nya udah berubah fokus ke cuan.. Auto uninstall.. cari aplikasi lain.. cuih,1
"Keren banget ada jendela sholat nya juga, dan selama ini sangat memuaskan entah dari fitur dan terjemahan. Untuk update terbaru sepertinya saya harus mengucapkan selamat tinggal dan semoga sukses. Karena saya hanya memanfaatkan fitur jadwal sholat secara gratis, sekarang update terbaru harus premium.",5
Baru ini ada aplikasi yg widgetnya cuma bisa untuk pengguna premium. Wkwkwk. Developernya gamau rugi bgt deh. Padahal widget aplikasi ini sangat membantu untuk melihat jadwal sholat tanpa ribet.,1
"Sekarang tidak bisa menambahkan widget jadwal sholat ke layar depan. Harus Go Premium. Fitur ini sangat membantu sekali, untuk melihat jadwal sholat... Ya mau bagaimana lagi sudah ketentuan developernya. Padahal aplikasi ini sudah menemani saya sejak lama dan saya rekomendasikan ke keluarga.. sekarang harus Go premium..",4
"Sungguh disayangkan, widget jadwal shalat sekarang untuk versi premium. Padahal widget sangat membantu sekali dalam melihat waktu shalat tanpa masuk aplikasi. Mungkin bisa di munculkan kembali pada versi non premium. Semoga menjadi amal jariyah. Barakallahu fiikum.",4
"Masya Allah, Tabarakallah. Aplikasi ini menjadi pemudah bagi para muslim untuk selalu bisa baca Al-Qur'an dimana pun. Saya sebagai pengguna serasa tertolong dengan aplikasi ini karena saat di gunakan sangat nyaman, bahkan ada audio murattal Qur'an yang makin mempermudah memaknai isi Al-Qur'an. Semoga Allah merahmati orang yang telah mengembangkan aplikasi Al-Qur'an ini, Insya Allah Aamiin.",5
Assalamu'alaikum Warohmatullohi Wabarokatuh. Dengan berpindah kepemilikannya aplikasi ini sekarang salah satu fitur yg berguna yaitu widget waktu sholat dari aplikasi ini menjadi berbayar. Dan dengan demikian dengan berat hati saya harus mengucapkan perpisahan dan terima kasih untuk para pengembang (app developer) nya yg sudah menggratiskan fitur tersebut hanya dengan menaruh iklan di dalam aplikasinya.,2
"Untuk widget, tolonglah jangan premium. Kembalikan fitur gratisnya. Saya sangat terbantu untuk mengetahui jadwal sholat dimanapun dan sesuai waktu. Terimakasih🙏 Update yang sekarang pliss jangan jadi premium. Belum bisa donasi🙏",3
"Setelah di Update...!! Fitur Widget??? Jadi premium?!... Konyol... Hello?! Auto ""Uninstall"" Dah! Bye aplikasi gak bisa di pakai 👎🏻 ratting auto bintang 1). Di Update bukannya tambah bagus malah tambah jelek. Ok sorry.. Ayo gaes rame² kasih ratting 1 jelek! Biar kapok Dev. Beralih ke aplikasi sebelah aja yg gratis. Bye² 😤 Tolong kembalikan Fitur Widget gratis. Akan saya kasih bintang 5? Mau?",1
"Assalamu'alaikum Warahmatullahi Wabarakatuh Kpd pemilik/pengelola aplikasi yg terhormat, setelah update, kenapa tidak bisa membuat widget jadwal sholat di layar utama tidak seperti versi yg sebelum nya. Mohon penjelasan nya ya. Terima kasih",3
"Sebenarnya sudah terlanjur nyaman pakai app ini, karena waktu shalat d widget bisa d pakai tiba2 hari ini udah putih kosong aja and ada notife widget waktu shalat hanya d gunakan untuk premium pdhl udah cinta dan sesuka itu pakai app ini hihihi tpi tetep bintang 5 lah untuk app ini karena sudah menemani sekali",5
"Assalamualaikum warahmatullahi wabarakatuh. Aplikasi ini menurut saya sudah bagus sekali. Tetapi jika di perbolehkan saya ingin memberikan saran untuk update kedepannya yaitu, Untuk Adzan jika boleh mohon di tambahkan fitur untuk bisa memilih audio adzan sendiri, agar suara adzan nya tidak itu-itu saja seperti fitur Qori Murattal. Itu saja saran saya untuk update kedepannya. Semoga saran saya dapat membantu aplikasi ini menjadi lebih baik Aamiin. Wassalamualaikum Warahmatullahi Wabarakatuh",5
