content,score,Label,textCaseFolding,textStopWord,textClean,textTokens,teksNormalized,textSteam
"Woi Min, kok lu upgrade apk ini jadi berbayar? Sy gk bisa dengar suara azan dan gk tau jadwal sholat di widget nya. Kamu mau apk ini ratingnya diturunin? Bukannya saling tolong menolong dlm berbuat kebaikan malah saling menyulitkan. Memang km upgrade nya utk menghilangkan iklan, tapi bagaimana dgn kami yg gratisan? Begitu susahkah cari pahala utk membantu sesama dgn apk gratis sehingga kau upgrade kali ini dgn berbayar utk menghilangkan iklan? Semoga kamu dikasih hidayah utk mau meringankan kami",1,-1,"woi min, kok lu upgrade apk ini jadi berbayar? sy gk bisa dengar suara azan dan gk tau jadwal sholat di widget nya. kamu mau apk ini ratingnya diturunin? bukannya saling tolong menolong dlm berbuat kebaikan malah saling menyulitkan. memang km upgrade nya utk menghilangkan iklan, tapi bagaimana dgn kami yg gratisan? begitu susahkah cari pahala utk membantu sesama dgn apk gratis sehingga kau upgrade kali ini dgn berbayar utk menghilangkan iklan? semoga kamu dikasih hidayah utk mau meringankan kami","woi min, lu upgrade apk berbayar? sy gk dengar suara azan gk tau jadwal sholat widget nya. apk ratingnya diturunin? tolong menolong dlm berbuat kebaikan menyulitkan. km upgrade nya utk menghilangkan iklan, dgn yg gratisan? susahkah cari pahala utk membantu dgn apk gratis kau upgrade kali dgn berbayar utk menghilangkan iklan? semoga dikasih hidayah utk meringankan","woi min, lu upgrade apk berbayar? sy gk dengar suara azan gk tau jadwal sholat widget nya. apk ratingnya diturunin? tolong menolong dlm berbuat kebaikan menyulitkan. km upgrade nya utk menghilangkan iklan, dgn yg gratisan? susahkah cari pahala utk membantu dgn apk gratis kau upgrade kali dgn berbayar utk menghilangkan iklan? semoga dikasih hidayah utk meringankan","['woi', 'min', ',', 'lu', 'upgrade', 'apk', 'berbayar', '?', 'sy', 'gk', 'dengar', 'suara', 'azan', 'gk', 'tau', 'jadwal', 'sholat', 'widget', 'nya', '.', 'apk', 'ratingnya', 'diturunin', '?', 'tolong', 'menolong', 'dlm', 'berbuat', 'kebaikan', 'menyulitkan', '.', 'km', 'upgrade', 'nya', 'utk', 'menghilangkan', 'iklan', ',', 'dgn', 'yg', 'gratisan', '?', 'susahkah', 'cari', 'pahala', 'utk', 'membantu', 'dgn', 'apk', 'gratis', 'kau', 'upgrade', 'kali', 'dgn', 'berbayar', 'utk', 'menghilangkan', 'iklan', '?', 'semoga', 'dikasih', 'hidayah', 'utk', 'meringankan']","['woi', 'min', ',', ' kamu', ' meningkatkan', ' aplikasi', 'berbayar', '?', ' saya', 'gk', 'dengar', 'suara', 'azan', 'gk', ' tahu', 'jadwal', 'sholat', 'widget', 'nya', '.', ' aplikasi', 'ratingnya', 'diturunin', '?', 'tolong', 'menolong', 'dalam', 'berbuat', 'kebaikan', 'menyulitkan', '.', ' kamu', ' meningkatkan', 'nya', ' untuk', 'menghilangkan', 'iklan', ',', ' dengan', ' yang', 'gratisan', '?', 'susahkah', 'cari', 'pahala', ' untuk', 'membantu', ' dengan', ' aplikasi', 'gratis', ' kamu', ' meningkatkan', 'kali', ' dengan', 'berbayar', ' untuk', 'menghilangkan', 'iklan', '?', 'semoga', ' kasih', 'hidayah', ' untuk', 'meringankan']","['woi', 'min', ',', ' kamu', ' meningkatkan', ' aplikasi', 'berbayar', '?', ' saya', 'gk', 'dengar', 'suara', 'azan', 'gk', ' tahu', 'jadwal', 'sholat', 'widget', 'nya', '.', ' aplikasi', 'ratingnya', 'diturunin', '?', 'tolong', 'menolong', 'dalam', 'berbuat', 'kebaikan', 'menyulitkan', '.', ' kamu', ' meningkatkan', 'nya', ' untuk', 'menghilangkan', 'iklan', ',', ' dengan', ' yang', 'gratisan', '?', 'susahkah', 'cari', 'pahala', ' untuk', 'membantu', ' dengan', ' aplikasi', 'gratis', ' kamu', ' meningkatkan', 'kali', ' dengan', 'berbayar', ' untuk', 'menghilangkan', 'iklan', '?', 'semoga', ' kasih', 'hidayah', ' untuk', 'meringankan']"
"Kecewa. Ada iklannya. Fiturnya Jadi berbayar semua. gak seperti di awal serba free dan berguna. Dulu gak ada iklannya, sekarang ada iklannya... :(",1,-1,"kecewa. ada iklannya. fiturnya jadi berbayar semua. gak seperti di awal serba free dan berguna. dulu gak ada iklannya, sekarang ada iklannya... :(","kecewa. iklannya. fiturnya berbayar semua. gak serba free berguna. gak iklannya, iklannya... :(","kecewa. iklannya. fiturnya berbayar semua. gak serba free berguna. gak iklannya, iklannya... :(","['kecewa', '.', 'iklannya', '.', 'fiturnya', 'berbayar', 'semua', '.', 'gak', 'serba', 'free', 'berguna', '.', 'gak', 'iklannya', ',', 'iklannya', '...', ':', '(']","['kecewa', '.', 'iklannya', '.', 'fiturnya', 'berbayar', 'semua', '.', 'gak', 'serba', ' gratis', 'berguna', '.', 'gak', 'iklannya', ',', 'iklannya', '...', ':', '(']","['kecewa', '.', 'iklannya', '.', 'fiturnya', 'berbayar', 'semua', '.', 'gak', 'serba', ' gratis', 'berguna', '.', 'gak', 'iklannya', ',', 'iklannya', '...', ':', '(']"
Versi terbaru malah widget nya hilang. Harus upgrade premium. Padahal sangat membantu malah diarahkan untuk berbayar,2,-1,versi terbaru malah widget nya hilang. harus upgrade premium. padahal sangat membantu malah diarahkan untuk berbayar,versi terbaru widget nya hilang. upgrade premium. membantu diarahkan berbayar,versi terbaru widget nya hilang. upgrade premium. membantu diarahkan berbayar,"['versi', 'terbaru', 'widget', 'nya', 'hilang', '.', 'upgrade', 'premium', '.', 'membantu', 'diarahkan', 'berbayar']","['versi', 'terbaru', 'widget', 'nya', 'hilang', '.', ' meningkatkan', 'premium', '.', 'membantu', 'diarahkan', 'berbayar']","['versi', 'terbaru', 'widget', 'nya', 'hilang', '.', ' meningkatkan', 'premium', '.', 'membantu', 'diarahkan', 'berbayar']"
"Sekarang untuk widget jadwal sholat harus premium dulu, padahal dulu enggk. Klo untuk fitur yang lain gk pplah harus premium dulu, klo hanya untuk sekedar widget sepertinya sedikit berlebihan",2,-1,"sekarang untuk widget jadwal sholat harus premium dulu, padahal dulu enggk. klo untuk fitur yang lain gk pplah harus premium dulu, klo hanya untuk sekedar widget sepertinya sedikit berlebihan","widget jadwal sholat premium dulu, enggk. klo fitur gk pplah premium dulu, klo sekedar widget","widget jadwal sholat premium dulu, enggk. klo fitur gk pplah premium dulu, klo sekedar widget","['widget', 'jadwal', 'sholat', 'premium', 'dulu', ',', 'enggk', '.', 'klo', 'fitur', 'gk', 'pplah', 'premium', 'dulu', ',', 'klo', 'sekedar', 'widget']","['widget', 'jadwal', 'sholat', 'premium', 'dulu', ',', 'enggk', '.', ' kalau', 'fitur', 'gk', 'pplah', 'premium', 'dulu', ',', ' kalau', 'sekedar', 'widget']","['widget', 'jadwal', 'sholat', 'premium', 'dulu', ',', 'enggk', '.', ' kalau', 'fitur', 'gk', 'pplah', 'premium', 'dulu', ',', ' kalau', 'sekedar', 'widget']"
"Alhamdulillah pengalaman yang saya dapatkan dalam menggunakan aplikasi ini adalah bagus. Tapi kenapa saya hanya memberi 80%? Karena ada beberapa bagian yang menurut saya kurang pas. Seperti terpotongnya sebuah lafadz saat pergantian baris. Maka usul saya kalau bisa disempurnakan lagi dengan lebih mengepaskan posisi lafadz, jangan sampai ada yang terpotong.",4,1,"alhamdulillah pengalaman yang saya dapatkan dalam menggunakan aplikasi ini adalah bagus. tapi kenapa saya hanya memberi 80%? karena ada beberapa bagian yang menurut saya kurang pas. seperti terpotongnya sebuah lafadz saat pergantian baris. maka usul saya kalau bisa disempurnakan lagi dengan lebih mengepaskan posisi lafadz, jangan sampai ada yang terpotong.","alhamdulillah pengalaman dapatkan aplikasi bagus. 80%? pas. terpotongnya lafadz pergantian baris. usul disempurnakan mengepaskan posisi lafadz, terpotong.","alhamdulillah pengalaman dapatkan aplikasi bagus. 80%? pas. terpotongnya lafadz pergantian baris. usul disempurnakan mengepaskan posisi lafadz, terpotong.","['alhamdulillah', 'pengalaman', 'dapatkan', 'aplikasi', 'bagus', '.', '80', '%', '?', 'pas', '.', 'terpotongnya', 'lafadz', 'pergantian', 'baris', '.', 'usul', 'disempurnakan', 'mengepaskan', 'posisi', 'lafadz', ',', 'terpotong', '.']","['alhamdulillah', 'pengalaman', 'dapatkan', 'aplikasi', 'bagus', '.', '80', '%', '?', 'pas', '.', 'terpotongnya', 'lafadz', 'pergantian', 'baris', '.', 'usul', 'disempurnakan', 'mengepaskan', 'posisi', 'lafadz', ',', 'terpotong', '.']","['alhamdulillah', 'pengalaman', 'dapatkan', 'aplikasi', 'bagus', '.', '80', '%', '?', 'pas', '.', 'terpotongnya', 'lafadz', 'pergantian', 'baris', '.', 'usul', 'disempurnakan', 'mengepaskan', 'posisi', 'lafadz', ',', 'terpotong', '.']"
Afwan. Kalo bisa ditambah Qori yg lagam Ummi. Soalnya butuh untuk anak belajar menghafal. Dulu mgkin belum populer kayak skrg lagam ummi. Dulu saya setel ful seharian untuk belajar mengafal waktu anak pertama. Karena lengkap bisa milih ayat yg mau disetel berulang. Tp skrg terpaksa nyetel dr aplikasi lain yg pake lagam ummi. Tp nyari yg ada pilihan ayat seperti aplikasi ini blm nemu. Terpaksa nyetel ful 1 surat,5,1,afwan. kalo bisa ditambah qori yg lagam ummi. soalnya butuh untuk anak belajar menghafal. dulu mgkin belum populer kayak skrg lagam ummi. dulu saya setel ful seharian untuk belajar mengafal waktu anak pertama. karena lengkap bisa milih ayat yg mau disetel berulang. tp skrg terpaksa nyetel dr aplikasi lain yg pake lagam ummi. tp nyari yg ada pilihan ayat seperti aplikasi ini blm nemu. terpaksa nyetel ful 1 surat,afwan. kalo ditambah qori yg lagam ummi. butuh anak belajar menghafal. mgkin populer kayak skrg lagam ummi. setel ful seharian belajar mengafal anak pertama. lengkap milih ayat yg disetel berulang. tp skrg terpaksa nyetel dr aplikasi yg pake lagam ummi. tp nyari yg pilihan ayat aplikasi blm nemu. terpaksa nyetel ful 1 surat,afwan. kalo ditambah qori yg lagam ummi. butuh anak belajar menghafal. mgkin populer kayak skrg lagam ummi. setel ful seharian belajar mengafal anak pertama. lengkap milih ayat yg disetel berulang. tp skrg terpaksa nyetel dr aplikasi yg pake lagam ummi. tp nyari yg pilihan ayat aplikasi blm nemu. terpaksa nyetel ful 1 surat,"['afwan', '.', 'kalo', 'ditambah', 'qori', 'yg', 'lagam', 'ummi', '.', 'butuh', 'anak', 'belajar', 'menghafal', '.', 'mgkin', 'populer', 'kayak', 'skrg', 'lagam', 'ummi', '.', 'setel', 'ful', 'seharian', 'belajar', 'mengafal', 'anak', 'pertama', '.', 'lengkap', 'milih', 'ayat', 'yg', 'disetel', 'berulang', '.', 'tp', 'skrg', 'terpaksa', 'nyetel', 'dr', 'aplikasi', 'yg', 'pake', 'lagam', 'ummi', '.', 'tp', 'nyari', 'yg', 'pilihan', 'ayat', 'aplikasi', 'blm', 'nemu', '.', 'terpaksa', 'nyetel', 'ful', '1', 'surat']","['afwan', '.', ' kalau', 'ditambah', 'qori', ' yang', 'lagam', 'ummi', '.', 'butuh', 'anak', 'belajar', 'menghafal', '.', ' mungkin', 'populer', 'kayak', ' sekarang', 'lagam', 'ummi', '.', 'setel', ' penuh', 'seharian', 'belajar', 'mengafal', 'anak', 'pertama', '.', 'lengkap', 'milih', 'ayat', ' yang', 'disetel', 'berulang', '.', ' tapi', ' sekarang', 'terpaksa', 'nyetel', ' dari', 'aplikasi', ' yang', ' pakai', 'lagam', 'ummi', '.', ' tapi', ' mencari', ' yang', 'pilihan', 'ayat', 'aplikasi', ' belum', 'nemu', '.', 'terpaksa', 'nyetel', ' penuh', '1', 'surat']","['afwan', '.', ' kalau', 'ditambah', 'qori', ' yang', 'lagam', 'ummi', '.', 'butuh', 'anak', 'belajar', 'menghafal', '.', ' mungkin', 'populer', 'kayak', ' sekarang', 'lagam', 'ummi', '.', 'setel', ' penuh', 'seharian', 'belajar', 'mengafal', 'anak', 'pertama', '.', 'lengkap', 'milih', 'ayat', ' yang', 'disetel', 'berulang', '.', ' tapi', ' sekarang', 'terpaksa', 'nyetel', ' dari', 'aplikasi', ' yang', ' pakai', 'lagam', 'ummi', '.', ' tapi', ' mencari', ' yang', 'pilihan', 'ayat', 'aplikasi', ' belum', 'nemu', '.', 'terpaksa', 'nyetel', ' penuh', '1', 'surat']"
"Saran ""Fitur Premium"" sebaiknya dibuat dulu Database Akun-nya (login pakai Google misalnya). Jadi jika aplikasi ini terhapus dan sedangkan sebelumnya ""User"" sudah berlangganan Premium (Lifetime misalnya) tidak bayar 2x karena tinggal Login Akun. Karena sudah ada ""Fitur Premium"" ini, sebaiknya ditiadakan Iklannya dan lebih baik diubah dengan Fitur Tambahan yang tidak ada di Akun Biasa (Non Premium). Misal : Kumpulan Do'a-Do'a, Cerita Nabi & Sahabat, dll. Widget Adzan jgn dijadikan Fitur Premium!!",5,1,"saran ""fitur premium"" sebaiknya dibuat dulu database akun-nya (login pakai google misalnya). jadi jika aplikasi ini terhapus dan sedangkan sebelumnya ""user"" sudah berlangganan premium (lifetime misalnya) tidak bayar 2x karena tinggal login akun. karena sudah ada ""fitur premium"" ini, sebaiknya ditiadakan iklannya dan lebih baik diubah dengan fitur tambahan yang tidak ada di akun biasa (non premium). misal : kumpulan do'a-do'a, cerita nabi & sahabat, dll. widget adzan jgn dijadikan fitur premium!!","saran ""fitur premium"" database akun-nya (login pakai google misalnya). aplikasi terhapus ""user"" berlangganan premium (lifetime misalnya) bayar 2x tinggal login akun. ""fitur premium"" ini, ditiadakan iklannya diubah fitur tambahan akun (non premium). : kumpulan do'a-do'a, cerita nabi & sahabat, dll. widget adzan jgn dijadikan fitur premium!!","saran ""fitur premium"" database akun-nya (login pakai google misalnya). aplikasi terhapus ""user"" berlangganan premium (lifetime misalnya) bayar 2x tinggal login akun. ""fitur premium"" ini, ditiadakan iklannya diubah fitur tambahan akun (non premium). : kumpulan do'a-do'a, cerita nabi & sahabat, dll. widget adzan jgn dijadikan fitur premium!!","['saran', '``', 'fitur', 'premium', ""''"", 'database', 'akun-nya', '(', 'login', 'pakai', 'google', 'misalnya', ')', '.', 'aplikasi', 'terhapus', '``', 'user', ""''"", 'berlangganan', 'premium', '(', 'lifetime', 'misalnya', ')', 'bayar', '2x', 'tinggal', 'login', 'akun', '.', '``', 'fitur', 'premium', ""''"", 'ini', ',', 'ditiadakan', 'iklannya', 'diubah', 'fitur', 'tambahan', 'akun', '(', 'non', 'premium', ')', '.', ':', 'kumpulan', 'do', ""'"", 'a-do', ""'"", 'a', ',', 'cerita', 'nabi', '&', 'sahabat', ',', 'dll', '.', 'widget', 'adzan', 'jgn', 'dijadikan', 'fitur', 'premium', '!', '!']","['saran', '``', 'fitur', 'premium', ""''"", 'database', 'akun-nya', '(', 'login', 'pakai', 'google', 'misalnya', ')', '.', 'aplikasi', 'terhapus', '``', ' konsumen', ""''"", 'berlangganan', 'premium', '(', 'lifetime', 'misalnya', ')', 'bayar', '2x', 'tinggal', 'login', 'akun', '.', '``', 'fitur', 'premium', ""''"", 'ini', ',', 'ditiadakan', 'iklannya', 'diubah', 'fitur', 'tambahan', 'akun', '(', 'non', 'premium', ')', '.', ':', 'kumpulan', 'do', ""'"", 'a-do', ""'"", 'a', ',', 'cerita', 'nabi', '&', 'sahabat', ',', ' dan lain lain', '.', 'widget', 'adzan', ' jangan', 'dijadikan', 'fitur', 'premium', '!', '!']","['saran', '``', 'fitur', 'premium', ""''"", 'database', 'akun-nya', '(', 'login', 'pakai', 'google', 'misalnya', ')', '.', 'aplikasi', 'terhapus', '``', ' konsumen', ""''"", 'berlangganan', 'premium', '(', 'lifetime', 'misalnya', ')', 'bayar', '2x', 'tinggal', 'login', 'akun', '.', '``', 'fitur', 'premium', ""''"", 'ini', ',', 'ditiadakan', 'iklannya', 'diubah', 'fitur', 'tambahan', 'akun', '(', 'non', 'premium', ')', '.', ':', 'kumpulan', 'do', ""'"", 'a-do', ""'"", 'a', ',', 'cerita', 'nabi', '&', 'sahabat', ',', ' dan lain lain', '.', 'widget', 'adzan', ' jangan', 'dijadikan', 'fitur', 'premium', '!', '!']"
"Alhamdulillah ada aplikasi Al qur'an Indonesia, praktis, bs tilawah kpn sj, sekaligus baca terjemahan nya, bs unduh audio nya jg, terimakasih kak 🙏",5,1,"alhamdulillah ada aplikasi al qur'an indonesia, praktis, bs tilawah kpn sj, sekaligus baca terjemahan nya, bs unduh audio nya jg, terimakasih kak 🙏","alhamdulillah aplikasi al qur'an indonesia, praktis, bs tilawah kpn sj, baca terjemahan nya, bs unduh audio nya jg, terimakasih kak 🙏","alhamdulillah aplikasi al qur'an indonesia, praktis, bs tilawah kpn sj, baca terjemahan nya, bs unduh audio nya jg, terimakasih kak ","['alhamdulillah', 'aplikasi', 'al', ""qur'an"", 'indonesia', ',', 'praktis', ',', 'bs', 'tilawah', 'kpn', 'sj', ',', 'baca', 'terjemahan', 'nya', ',', 'bs', 'unduh', 'audio', 'nya', 'jg', ',', 'terimakasih', 'kak']","['alhamdulillah', 'aplikasi', 'al', ""qur'an"", 'indonesia', ',', 'praktis', ',', ' bisa', 'tilawah', ' kapan', ' saja', ',', 'baca', 'terjemahan', 'nya', ',', ' bisa', 'unduh', 'audio', 'nya', ' juga', ',', ' terima kasih', 'kak']","['alhamdulillah', 'aplikasi', 'al', ""qur'an"", 'indonesia', ',', 'praktis', ',', ' bisa', 'tilawah', ' kapan', ' saja', ',', 'baca', 'terjemahan', 'nya', ',', ' bisa', 'unduh', 'audio', 'nya', ' juga', ',', ' terima kasih', 'kak']"
"Sblmnya seneng banget makai aplikasi ini, alhamdulillah sudah 3x lebih bisa hatam baca Alqur'annya, dan juga widget untuk jadwal sholatnya sangat bermanfaat sehingga bsa jadi amal jariyah yang membuat aplikasi ini, tapi sayang skrng untuk widget jadwal Alqur'annya g bsa dipakai dan harus berbayar... 😌",4,1,"sblmnya seneng banget makai aplikasi ini, alhamdulillah sudah 3x lebih bisa hatam baca alqur'annya, dan juga widget untuk jadwal sholatnya sangat bermanfaat sehingga bsa jadi amal jariyah yang membuat aplikasi ini, tapi sayang skrng untuk widget jadwal alqur'annya g bsa dipakai dan harus berbayar... 😌","sblmnya seneng banget makai aplikasi ini, alhamdulillah 3x hatam baca alqur'annya, widget jadwal sholatnya bermanfaat bsa amal jariyah aplikasi ini, sayang skrng widget jadwal alqur'annya g bsa dipakai berbayar... 😌","sblmnya seneng banget makai aplikasi ini, alhamdulillah 3x hatam baca alqur'annya, widget jadwal sholatnya bermanfaat bsa amal jariyah aplikasi ini, sayang skrng widget jadwal alqur'annya g bsa dipakai berbayar... ","['sblmnya', 'seneng', 'banget', 'makai', 'aplikasi', 'ini', ',', 'alhamdulillah', '3x', 'hatam', 'baca', ""alqur'annya"", ',', 'widget', 'jadwal', 'sholatnya', 'bermanfaat', 'bsa', 'amal', 'jariyah', 'aplikasi', 'ini', ',', 'sayang', 'skrng', 'widget', 'jadwal', ""alqur'annya"", 'g', 'bsa', 'dipakai', 'berbayar', '...']","['sblmnya', ' senang', 'banget', ' pakai', 'aplikasi', 'ini', ',', 'alhamdulillah', '3x', 'hatam', 'baca', ""alqur'annya"", ',', 'widget', 'jadwal', 'sholatnya', 'bermanfaat', ' bisa', 'amal', 'jariyah', 'aplikasi', 'ini', ',', 'sayang', ' sekarang', 'widget', 'jadwal', ""alqur'annya"", 'g', ' bisa', 'dipakai', 'berbayar', '...']","['sblmnya', ' senang', 'banget', ' pakai', 'aplikasi', 'ini', ',', 'alhamdulillah', '3x', 'hatam', 'baca', ""alqur'annya"", ',', 'widget', 'jadwal', 'sholatnya', 'bermanfaat', ' bisa', 'amal', 'jariyah', 'aplikasi', 'ini', ',', 'sayang', ' sekarang', 'widget', 'jadwal', ""alqur'annya"", 'g', ' bisa', 'dipakai', 'berbayar', '...']"
"KECEWA🥲, WIDGET WAKTU SOLAT DISURUH BAYAR, padahal penting banget mempermudah ngeliat waktu solat, kecewa banget😢🙏🏻 males banget segala ada fitur premium nya, lama lama fitur lainnya disuruh premium",1,-1,"kecewa🥲, widget waktu solat disuruh bayar, padahal penting banget mempermudah ngeliat waktu solat, kecewa banget😢🙏🏻 males banget segala ada fitur premium nya, lama lama fitur lainnya disuruh premium","kecewa🥲, widget solat disuruh bayar, banget mempermudah ngeliat solat, kecewa banget😢🙏🏻 males banget fitur premium nya, fitur disuruh premium","kecewa, widget solat disuruh bayar, banget mempermudah ngeliat solat, kecewa banget males banget fitur premium nya, fitur disuruh premium","['kecewa', ',', 'widget', 'solat', 'disuruh', 'bayar', ',', 'banget', 'mempermudah', 'ngeliat', 'solat', ',', 'kecewa', 'banget', 'males', 'banget', 'fitur', 'premium', 'nya', ',', 'fitur', 'disuruh', 'premium']","['kecewa', ',', 'widget', 'solat', 'disuruh', 'bayar', ',', 'banget', 'mempermudah', ' melihat', 'solat', ',', 'kecewa', 'banget', 'males', 'banget', 'fitur', 'premium', 'nya', ',', 'fitur', 'disuruh', 'premium']","['kecewa', ',', 'widget', 'solat', 'disuruh', 'bayar', ',', 'banget', 'mempermudah', ' melihat', 'solat', ',', 'kecewa', 'banget', 'males', 'banget', 'fitur', 'premium', 'nya', ',', 'fitur', 'disuruh', 'premium']"
"widget sholat anda sebenarnya yang paling keren di antara yang lain, tapi karna sekarang anda khususkan buat yang premium alias kami harus bayar buat widget waktu sholat, saya sangat menyayangkan, tapi kembali ini hak anda dalam mengembangkan aplikasi",3,0,"widget sholat anda sebenarnya yang paling keren di antara yang lain, tapi karna sekarang anda khususkan buat yang premium alias kami harus bayar buat widget waktu sholat, saya sangat menyayangkan, tapi kembali ini hak anda dalam mengembangkan aplikasi","widget sholat keren lain, karna khususkan premium alias bayar widget sholat, menyayangkan, hak mengembangkan aplikasi","widget sholat keren lain, karna khususkan premium alias bayar widget sholat, menyayangkan, hak mengembangkan aplikasi","['widget', 'sholat', 'keren', 'lain', ',', 'karna', 'khususkan', 'premium', 'alias', 'bayar', 'widget', 'sholat', ',', 'menyayangkan', ',', 'hak', 'mengembangkan', 'aplikasi']","['widget', 'sholat', 'keren', 'lain', ',', ' karena', 'khususkan', 'premium', 'alias', 'bayar', 'widget', 'sholat', ',', 'menyayangkan', ',', 'hak', 'mengembangkan', 'aplikasi']","['widget', 'sholat', 'keren', 'lain', ',', ' karena', 'khususkan', 'premium', 'alias', 'bayar', 'widget', 'sholat', ',', 'menyayangkan', ',', 'hak', 'mengembangkan', 'aplikasi']"
"Saya sudah menggunakan aplikasi ini 3 atau 4 tahunan lah, dan saya akan uninstall, kareba untuk jadwal sholat saja harus premium, padahal mengingatkan jadwal sholat hal yg wajiib, tapi terimakasih sudah membantu saya 3 4 tahun ini, semoga Alloh membalas semua kebaikan, aamiin",1,-1,"saya sudah menggunakan aplikasi ini 3 atau 4 tahunan lah, dan saya akan uninstall, kareba untuk jadwal sholat saja harus premium, padahal mengingatkan jadwal sholat hal yg wajiib, tapi terimakasih sudah membantu saya 3 4 tahun ini, semoga alloh membalas semua kebaikan, aamiin","aplikasi 3 4 tahunan lah, uninstall, kareba jadwal sholat premium, jadwal sholat yg wajiib, terimakasih membantu 3 4 ini, semoga alloh membalas kebaikan, aamiin","aplikasi 3 4 tahunan lah, uninstall, kareba jadwal sholat premium, jadwal sholat yg wajiib, terimakasih membantu 3 4 ini, semoga alloh membalas kebaikan, aamiin","['aplikasi', '3', '4', 'tahunan', 'lah', ',', 'uninstall', ',', 'kareba', 'jadwal', 'sholat', 'premium', ',', 'jadwal', 'sholat', 'yg', 'wajiib', ',', 'terimakasih', 'membantu', '3', '4', 'ini', ',', 'semoga', 'alloh', 'membalas', 'kebaikan', ',', 'aamiin']","['aplikasi', '3', '4', 'tahunan', 'lah', ',', ' copot', ',', 'kareba', 'jadwal', 'sholat', 'premium', ',', 'jadwal', 'sholat', ' yang', 'wajiib', ',', ' terima kasih', 'membantu', '3', '4', 'ini', ',', 'semoga', 'alloh', 'membalas', 'kebaikan', ',', 'aamiin']","['aplikasi', '3', '4', 'tahunan', 'lah', ',', ' copot', ',', 'kareba', 'jadwal', 'sholat', 'premium', ',', 'jadwal', 'sholat', ' yang', 'wajiib', ',', ' terima kasih', 'membantu', '3', '4', 'ini', ',', 'semoga', 'alloh', 'membalas', 'kebaikan', ',', 'aamiin']"
"MasyaAllah aplikasi ini sangat membantu buat yang ingin bs membaca dan menghafal Al-Qur'an, sy orang yang sangat selektif dan banyak komplain dengan hal yang kurang bermanfaat tapi beneran sy sangat merekomendasikan aplikasi ini buat kaum Muslimin sekalian, buat Adminnya sekalian semoga Allah membalas semua kebaikan ini dengan pahala jariyah yang tak terhingga, Aamiin",5,1,"masyaallah aplikasi ini sangat membantu buat yang ingin bs membaca dan menghafal al-qur'an, sy orang yang sangat selektif dan banyak komplain dengan hal yang kurang bermanfaat tapi beneran sy sangat merekomendasikan aplikasi ini buat kaum muslimin sekalian, buat adminnya sekalian semoga allah membalas semua kebaikan ini dengan pahala jariyah yang tak terhingga, aamiin","masyaallah aplikasi membantu bs membaca menghafal al-qur'an, sy orang selektif komplain bermanfaat beneran sy merekomendasikan aplikasi kaum muslimin sekalian, adminnya semoga allah membalas kebaikan pahala jariyah terhingga, aamiin","masyaallah aplikasi membantu bs membaca menghafal al-qur'an, sy orang selektif komplain bermanfaat beneran sy merekomendasikan aplikasi kaum muslimin sekalian, adminnya semoga allah membalas kebaikan pahala jariyah terhingga, aamiin","['masyaallah', 'aplikasi', 'membantu', 'bs', 'membaca', 'menghafal', ""al-qur'an"", ',', 'sy', 'orang', 'selektif', 'komplain', 'bermanfaat', 'beneran', 'sy', 'merekomendasikan', 'aplikasi', 'kaum', 'muslimin', 'sekalian', ',', 'adminnya', 'semoga', 'allah', 'membalas', 'kebaikan', 'pahala', 'jariyah', 'terhingga', ',', 'aamiin']","['masyaallah', 'aplikasi', 'membantu', ' bisa', 'membaca', 'menghafal', ""al-qur'an"", ',', ' saya', 'orang', 'selektif', 'komplain', 'bermanfaat', 'beneran', ' saya', 'merekomendasikan', 'aplikasi', 'kaum', 'muslimin', 'sekalian', ',', 'adminnya', 'semoga', 'allah', 'membalas', 'kebaikan', 'pahala', 'jariyah', 'terhingga', ',', 'aamiin']","['masyaallah', 'aplikasi', 'membantu', ' bisa', 'membaca', 'menghafal', ""al-qur'an"", ',', ' saya', 'orang', 'selektif', 'komplain', 'bermanfaat', 'beneran', ' saya', 'merekomendasikan', 'aplikasi', 'kaum', 'muslimin', 'sekalian', ',', 'adminnya', 'semoga', 'allah', 'membalas', 'kebaikan', 'pahala', 'jariyah', 'terhingga', ',', 'aamiin']"
